feedback_id,session_id,user_id,timestamp,focus_score,fatigue_score,workload_score,confidence_score,tab_switch_count,prompt_response_delay_ms,visibility_state,label_source,prompt_trigger_type,feature_schema_version,idle_ratio,activity_density,error_rate,max_pause_ms,avg_mouse_variance,total_keystrokes
150,1,1,2026-05-12T03:54:18.568341+00:00,,,,,0,,visible,self-report,random,v1.0,0.8139473371359692,1.1173924224817278,0.29403816098919855,8684.188890255908,304.1302265779075,20
151,1,1,2026-05-12T03:54:18.573216+00:00,,,,,0,,visible,self-report,random,v1.0,0.37449312666871876,1.9975450234075574,0.05252237473708127,2443.884894299421,121.66362093219887,34
152,1,1,2026-05-12T03:54:18.576818+00:00,,,,,0,,visible,self-report,random,v1.0,0.2536438616629109,3.2815304667919003,0.04415907516655631,1377.1048741980849,143.40519945316828,28
153,1,1,2026-05-12T03:54:18.583156+00:00,,,,,0,,visible,self-report,random,v1.0,0.19696042083689425,5.957426413129868,0.046035969839097066,848.1123037720045,49.82224886246507,46
154,1,1,2026-05-12T03:54:18.588251+00:00,,,,,0,,visible,self-report,random,v1.0,0.8974026789838141,1.4014002511889552,0.11419052404066915,9609.143055948363,354.5081564537138,5
155,1,1,2026-05-12T03:54:18.592287+00:00,,,,,0,,visible,self-report,random,v1.0,0.46068730325530016,3.126520084082312,0.07862177188766314,1549.024477376642,145.78521171985807,25
156,1,1,2026-05-12T03:54:18.597762+00:00,,,,,0,,visible,self-report,random,v1.0,0.2858288581432408,3.3486327784892502,0.07686260427866722,1141.7683359673345,75.81314837133154,24
157,1,1,2026-05-12T03:54:18.601817+00:00,,,,,0,,visible,self-report,random,v1.0,0.128854224927785,5.270566761230716,0.02551495584523343,888.9572004542322,12.790413144266717,68
158,1,1,2026-05-12T03:54:18.605862+00:00,,,,,0,,visible,self-report,random,v1.0,0.6726316307609648,1.2737858495494283,0.23308143055145364,7720.488443285039,261.5508592734824,20
159,1,1,2026-05-12T03:54:18.609837+00:00,,,,,0,,visible,self-report,random,v1.0,0.5538429339224632,1.0209264898646557,0.06705771440683726,2773.8860920570187,148.25785288100136,29
160,1,1,2026-05-12T03:54:18.613845+00:00,,,,,0,,visible,self-report,random,v1.0,0.2637892427062358,3.585534306056629,0.025790574321532374,2285.0075977812626,62.050075420882564,34
161,1,1,2026-05-12T03:54:18.618355+00:00,,,,,0,,visible,self-report,random,v1.0,0.040068157804705073,7.690045171486772,0.02293338045989703,835.1497544421777,19.701080919213084,46
162,1,1,2026-05-12T03:54:18.620871+00:00,,,,,0,,visible,self-report,random,v1.0,0.5187079123769608,1.170838510768568,0.29538057752385793,3067.702761740456,419.34767152285247,14
163,1,1,2026-05-12T03:54:18.626780+00:00,,,,,0,,visible,self-report,random,v1.0,0.56015540533306,1.4674403876070232,0.10602179012574581,2814.966879625281,212.77242429219717,28
164,1,1,2026-05-12T03:54:18.631405+00:00,,,,,0,,visible,self-report,random,v1.0,0.2811621486846478,3.3423282406365784,0.021041003956406307,2025.0642942909979,131.42621487732723,45
165,1,1,2026-05-12T03:54:18.637309+00:00,,,,,0,,visible,self-report,random,v1.0,0.12076727368664625,4.10453245207702,0.03975260534909868,296.6629398709188,42.06053139739857,49
166,1,1,2026-05-12T03:54:18.641654+00:00,,,,,0,,visible,self-report,random,v1.0,0.7230790149784843,0.6793243108706138,0.10588064889894631,8794.003824653575,411.83102966187647,6
167,1,1,2026-05-12T03:54:18.645203+00:00,,,,,0,,visible,self-report,random,v1.0,0.5963921067165968,4.915039291159875,0.060014974705994775,2140.8609064151187,296.9817672443735,35
168,1,1,2026-05-12T03:54:18.649932+00:00,,,,,0,,visible,self-report,random,v1.0,0.2954791067822375,3.32731879042584,0.06789332989219507,2116.378812918289,130.38779379979303,43
169,1,1,2026-05-12T03:54:18.653939+00:00,,,,,0,,visible,self-report,random,v1.0,0.05497218572142864,5.60947632402296,0.0185784797701555,1334.1589134616584,28.220830976858746,76
170,1,1,2026-05-12T03:54:18.657443+00:00,,,,,0,,visible,self-report,random,v1.0,0.7157252507617418,0.65815774395045,0.2822342786082989,7125.137231439401,278.5094618831408,17
171,1,1,2026-05-12T03:54:18.660963+00:00,,,,,0,,visible,self-report,random,v1.0,0.34718703256467975,2.1165261532530217,0.06583650668109106,3608.6135929678458,190.9576195513842,26
172,1,1,2026-05-12T03:54:18.665517+00:00,,,,,0,,visible,self-report,random,v1.0,0.39336348029370205,3.823847532940898,0.02698673481995352,1999.2433319260201,85.6221086183222,26
173,1,1,2026-05-12T03:54:18.670884+00:00,,,,,0,,visible,self-report,random,v1.0,0.17141837799816295,4.151066812398476,0.012148544216010372,586.0659379536635,43.831016317510816,54
174,1,1,2026-05-12T03:54:18.675528+00:00,,,,,0,,visible,self-report,random,v1.0,0.6199977242191282,1.7575892045922576,0.2891793780023906,5857.8272573778,218.8992727060906,15
175,1,1,2026-05-12T03:54:18.679417+00:00,,,,,0,,visible,self-report,random,v1.0,0.4075393359655898,4.964793665048406,0.09786869517553176,2443.0650679585024,258.2938928471573,37
176,1,1,2026-05-12T03:54:18.684471+00:00,,,,,0,,visible,self-report,random,v1.0,0.3840685367257015,3.513884906903406,0.02379791551946143,1537.3380373507287,122.04654040010216,46
177,1,1,2026-05-12T03:54:18.688131+00:00,,,,,0,,visible,self-report,random,v1.0,0.014232435405067956,5.248112794899905,0.04144182562032014,1397.2104445544212,26.928207401927693,51
178,1,1,2026-05-12T03:54:18.693037+00:00,,,,,0,,visible,self-report,random,v1.0,0.8250300763447995,1.0721123559500632,0.19619570102892586,7458.0361090487195,375.0559746012784,18
179,1,1,2026-05-12T03:54:18.697396+00:00,,,,,0,,visible,self-report,random,v1.0,0.39705842019103976,2.545499719050093,0.10063941416371816,4913.61411727574,193.61283632807576,39
180,1,1,2026-05-12T03:54:18.702996+00:00,,,,,0,,visible,self-report,random,v1.0,0.39858262206205425,3.6588956538296173,0.07751037130957729,1842.3143744750919,85.56318518437818,48
181,1,1,2026-05-12T03:54:18.707467+00:00,,,,,0,,visible,self-report,random,v1.0,0.017487761388276214,4.868919669979469,0.030629736053766,1004.4025606690747,42.534240075942655,65
182,1,1,2026-05-12T03:54:18.711630+00:00,,,,,0,,visible,self-report,random,v1.0,0.6798253631644647,1.992192301695733,0.12810825377254384,7666.850907289194,422.99787798379,10
183,1,1,2026-05-12T03:54:18.716086+00:00,,,,,0,,visible,self-report,random,v1.0,0.3813339321285729,3.9099015782556794,0.05394021939595533,3955.388924092216,139.31567618319215,38
184,1,1,2026-05-12T03:54:18.721169+00:00,,,,,0,,visible,self-report,random,v1.0,0.39284878034097775,3.8328180887017353,0.03944011668715863,2155.177500199833,74.78708802800874,27
185,1,1,2026-05-12T03:54:18.724228+00:00,,,,,0,,visible,self-report,random,v1.0,0.12415574638280394,6.890847498335249,0.049691337622112086,646.2531351174953,30.033696495478477,50
186,1,1,2026-05-12T03:54:18.729249+00:00,,,,,0,,visible,self-report,random,v1.0,0.8975787816423967,1.0656763364006154,0.16146270555020154,9531.41770233924,495.8575692197248,16
187,1,1,2026-05-12T03:54:18.732280+00:00,,,,,0,,visible,self-report,random,v1.0,0.5132076202104057,4.5161327630232915,0.07934051709606658,3108.636610715369,247.37558266180432,34
188,1,1,2026-05-12T03:54:18.736903+00:00,,,,,0,,visible,self-report,random,v1.0,0.29209225664182326,2.83585480632815,0.055893040399554145,2366.069998928998,87.29061848881945,47
189,1,1,2026-05-12T03:54:18.741498+00:00,,,,,0,,visible,self-report,random,v1.0,0.07390347493127172,7.31304924963101,0.02650336975412307,1179.8420543049226,16.412989388475147,77
190,1,1,2026-05-12T03:54:18.744570+00:00,,,,,0,,visible,self-report,random,v1.0,0.6201918157812918,0.6799586198272993,0.2107933455112515,6680.095540525959,415.82603617648266,14
191,1,1,2026-05-12T03:54:18.748662+00:00,,,,,0,,visible,self-report,random,v1.0,0.49222381031515894,1.1319381414776908,0.06956844376346358,3613.4920069715654,276.88381883455276,25
192,1,1,2026-05-12T03:54:18.754414+00:00,,,,,0,,visible,self-report,random,v1.0,0.39481683652444327,2.6035465584676656,0.060063432831366725,1572.9193386961401,92.89012275940553,41
193,1,1,2026-05-12T03:54:18.759138+00:00,,,,,0,,visible,self-report,random,v1.0,0.00840051603223575,5.592822593457184,0.016569947645901584,1445.5062366416714,26.311448079813292,79
194,1,1,2026-05-12T03:54:18.763319+00:00,,,,,0,,visible,self-report,random,v1.0,0.8763422845600768,1.445545472494436,0.28592858370088914,7586.930209679896,484.9206973673831,8
195,1,1,2026-05-12T03:54:18.768554+00:00,,,,,0,,visible,self-report,random,v1.0,0.5532697913093263,1.5775802045563458,0.055706247012108204,2320.5860223230397,227.592778015281,40
196,1,1,2026-05-12T03:54:18.773248+00:00,,,,,0,,visible,self-report,random,v1.0,0.29300171581183915,2.241400287285556,0.052342885470072875,2692.7515127174365,131.45048741344652,21
197,1,1,2026-05-12T03:54:18.778273+00:00,,,,,0,,visible,self-report,random,v1.0,0.10829568735515722,4.145699811203087,0.005194836402114628,1054.4668966744734,45.38635096494217,79
198,1,1,2026-05-12T03:54:18.782109+00:00,,,,,0,,visible,self-report,random,v1.0,0.639111432983907,1.5721410158593812,0.11902511315232955,7542.457573081499,314.33473168886087,11
199,1,1,2026-05-12T03:54:18.787448+00:00,,,,,0,,visible,self-report,random,v1.0,0.5038888420374785,2.851888303970256,0.13497393881795577,4005.5458220603855,180.64935412575295,38
200,1,1,2026-05-12T03:54:18.790743+00:00,,,,,0,,visible,self-report,random,v1.0,0.33246798107712006,2.675528831513877,0.02690974289115885,2335.0140267004444,122.94067480753894,27
